时间,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
2017/3/23,2141.7288,2087.1726,2117.8418,2053.1968,2108.123,2078.4998,2041.8574,2073.3289,2037.7535,2029.4429,2046.877,2014.7721,1975.9326,1964.1792,1942.2269,1922.3406,1995.9976,1933.8375,2026.8484,2041.0801,1989.6235,2054.0227,2051.4658,2076.2834,2247.9404,2275.9404,2336.9985,2458.536,2412.9312,2484.3015,2535.8071,2593.0874,2664.171,2726.1638,2810.4895,2822.7703,2839.3235,2802.0688,2845.182,2899.341,2882.2068,2866.7686,2906.9387,2905.363,2958.0906,2884.5076,2872.8296,2759.7134,2703.2175,2643.4485,2580.6194,2565.3765,2713.6938,2665.883,2663.6309,2701.2112,2687.0527,2658.563,2679.1475,2639.725,2673.9778,2665.3281,2636.8179,2635.1045,2667.0815,2689.5757,2735.1458,2790.1682,2832.5657,2844.9587,2830.177,2912.3428,2851.5178,2838.3264,2962.567,2952.0444,2931.7722,2930.5635,2852.3782,2861.8042,2828.8247,2825.595,2786.0261,2770.693,2691.1777,2606.631,2542.5452,2432.3506,2379.5374,2351.9407,2308.7502,2224.7917,2296.6077,2233.3984,2212.3396,2185.9106
2017/3/24,2081.3584,2073.8945,2086.3237,2064.6,2040.3296,2009.733,2012.4998,2085.092,2060.1548,1998.4858,1986.1782,2016.515,1998.9974,1944.2666,1948.2156,1929.593,1986.8201,1958.8655,1973.1389,1955.8927,1976.1989,2072.5579,2070.7185,2151.9622,2228.9424,2283.3574,2373.6116,2471.3716,2445.0999,2489.8525,2573.6697,2650.4783,2691.1382,2688.8657,2747.2593,2777.6985,2784.832,2766.983,2796.5747,2811.4878,2834.4119,2843.5366,2863.3765,2888.3438,2965.752,2955.4207,2892.2595,2798.2847,2735.4785,2656.7424,2640.6145,2684.0828,2739.5164,2679.0693,2723.4065,2750.4963,2690.1753,2704.8958,2677.0479,2686.9885,2709.6191,2740.5334,2683.7046,2782.5518,2764.5754,2788.9207,2812.528,2898.9822,2954.6743,2901.6055,2894.1287,2934.6616,2942.4778,3035.5713,3124.441,3108.5122,3059.0566,3028.9263,2995.4604,3039.258,3110.6865,2933.352,2887.31,2856.231,2780.9028,2776.6309,2655.8909,2536.8108,2494.1892,2366.8577,2336.021,2242.1604,2294.497,2264.6426,2265.705,2240.9421
2017/3/25,2188.2952,2152.3555,2197.8704,2174.2124,2125.8655,2087.2778,2072.4314,2085.228,2096.7913,2130.8735,2058.0747,2065.4258,2010.8092,2028.4603,2045.9316,2004.9128,2031.8591,2046.5934,1991.223,2055.6738,2096.8792,2131.9443,2172.6514,2189.761,2358.895,2497.9395,2511.51,2608.7515,2632.424,2641.9907,2709.8635,2802.9692,2912.212,2925.394,2965.3457,3016.479,3095.5085,3082.3164,3084.7993,3096.7961,3110.7214,3121.8987,3156.6956,3131.0366,3186.6313,3162.341,3104.9219,3025.3809,2939.5212,2856.4233,2814.4473,2809.3708,2935.5198,2959.6438,2923.2427,3024.2148,2990.1045,2921.7969,2909.6565,2928.3816,2922.1829,2913.4604,2906.415,2914.7383,2923.0447,2958.6665,2942.187,2942.41,2959.8247,2998.4097,2873.3281,3003.0513,2981.457,2985.406,3065.1575,3090.6365,3014.303,2972.9937,2984.6333,2951.3574,2969.6968,2899.7524,2895.2393,2852.5166,2748.6506,2705.4446,2604.4219,2537.425,2448.0093,2409.1965,2314.7444,2272.7095,2271.7876,2251.3818,2226.7046,2202.0054
2017/3/26,2135.716,2148.4805,2132.11,2172.8767,2132.3506,2118.874,2125.9639,2063.1396,2065.044,2062.4978,2047.3252,2057.8838,2037.7661,2034.6223,2030.4248,2062.4016,2076.6597,2013.254,2075.4348,2045.3411,2131.6172,2135.8223,2161.2375,2258.3938,2428.2676,2445.803,2494.676,2586.0203,2540.77,2574.6758,2627.3638,2689.0598,2807.0635,2841.6345,2938.2078,2928.8699,2913.6877,2909.2742,2918.925,2943.6719,2920.1357,2943.9585,2969.539,2999.5447,2993.193,2994.186,2970.058,2888.5447,2785.2722,2701.757,2664.0771,2725.7961,2739.1282,2757.9963,2789.0972,2790.841,2775.2383,2769.3945,2827.5005,2800.5747,2817.167,2758.9478,2778.256,2804.8433,2790.0186,2822.567,2893.1636,2847.1255,2820.4023,2832.9836,2806.7334,2929.251,2904.812,2931.1064,3060.409,2998.299,3000.4038,2956.4976,2923.8386,2948.36,2869.7737,2900.879,2815.5747,2794.9497,2727.2234,2651.2842,2556.511,2526.5962,2394.6487,2302.4556,2287.7126,2240.281,2253.4087,2244.7002,2166.0173,2126.907
2017/3/27,2088.9106,2068.4229,2071.9485,2088.6572,2040.481,2015.513,1991.7787,2016.6556,1997.424,2047.1075,2010.7173,1982.0265,1976.974,1920.2969,1962.015,1985.9412,2009.2001,1988.1936,1945.9957,2032.3597,2084.5437,2080.528,2092.9707,2248.8604,2273.2742,2400.1392,2487.7458,2512.2983,2518.0283,2567.1765,2611.5093,2672.7493,2779.5571,2813.2644,2873.9438,2843.062,2862.059,2890.6287,2888.7422,2907.726,2880.0103,2966.279,2881.8425,2940.732,2971.16,2999.0103,2942.0906,2745.2617,2684.462,2592.0928,2638.5125,2661.2156,2736.7314,2705.3936,2748.5754,2743.0657,2702.9958,2691.674,2654.4624,2681.1624,2698.3635,2677.1052,2664.41,2661.356,2742.4358,2728.062,2713.1514,2695.8484,2724.8853,2699.9644,2753.74,2729.1562,2797.598,2808.098,2843.828,2946.8555,2951.411,2854.744,2796.4705,2812.8726,2811.1091,2780.0618,2773.8047,2750.4856,2684.9727,2692.521,2532.741,2482.0947,2352.8394,2262.5261,2250.128,2164.6606,2251.8616,2219.8015,2238.341,2202.1965
2017/3/28,2127.6587,2097.343,2107.745,2036.9863,2036.3152,2079.717,2108.291,2031.3433,2020.1293,2084.9607,2031.2302,2018.7736,2024.4833,2020.6711,1993.1049,2003.69,1978.7737,1996.971,2020.623,2082.0537,2049.9858,2079.5586,2067.335,2159.143,2305.353,2412.1382,2477.129,2546.442,2519.5684,2498.3025,2607.318,2687.0151,2734.6562,2798.3438,2879.2131,2993.3967,3021.9216,2983.8057,3013.8855,3111.085,3080.8333,3082.2231,3157.2065,3187.1675,3222.6414,3182.8586,3080.3728,3049.4592,2974.4875,2828.546,2824.804,2828.9355,2897.6042,2910.6,2876.9675,2931.7637,2907.73,2931.8027,2881.3813,2848.5715,2934.6155,2907.4592,2944.439,2892.3447,2959.3044,2964.924,2989.3167,3046.9934,3054.6782,3021.6624,3037.1821,3049.031,3120.01,3058.082,3048.641,3152.4336,3065.536,3008.4702,2941.1301,3042.769,2937.3547,2965.2888,2891.5261,2776.8696,2752.2837,2674.3328,2572.0364,2487.3809,2427.9424,2312.1025,2309.809,2353.8218,2275.3022,2297.9268,2270.0586,2183.877
2017/3/29,2176.5571,2152.1365,2103.381,2121.2588,2103.753,2047.9684,2049.1707,2104.8162,2011.4521,2008.6404,2021.6692,2016.665,1975.4697,1960.0503,1949.1049,1971.5138,1935.8367,1967.0933,1935.3413,1959.9883,2006.0375,2087.6914,2124.306,2135.8772,2327.503,2396.1968,2514.3035,2516.6245,2523.086,2508.4946,2526.5347,2632.6677,2709.9495,2784.6306,2782.6826,2873.8484,2864.3914,2862.3496,2908.7065,2902.8381,2905.5623,2947.5532,2981.1416,3018.8628,2978.0566,3034.9182,3001.0696,2943.4534,2860.1663,2769.742,2757.9827,2776.9927,2864.542,2843.8694,2919.9927,2896.4277,2956.0686,2929.2815,2914.1252,2936.6272,2924.779,2985.112,2902.8577,2880.322,2898.8762,2905.389,2900.9094,2868.1055,2906.7383,2864.7498,2848.8127,2885.074,2977.6604,3049.3315,3030.6104,2967.5225,3047.5105,2958.3398,2938.5198,2929.5396,2893.489,2901.6682,2830.412,2837.0427,2804.8044,2676.4563,2689.0398,2542.7158,2423.0845,2362.913,2272.4045,2319.3306,2278.668,2268.6243,2260.8245,2197.1555
2017/3/30,2188.3616,2206.1406,2138.752,2132.3225,2103.819,2074.565,2082.9202,2112.0576,2110.7542,2029.4027,2056.11,2024.1819,2017.4481,2033.1509,2011.4043,2056.741,2045.859,2031.01,2083.9502,2061.881,2010.8953,2043.2625,2094.348,2094.0383,2128.4592,2204.278,2298.8425,2369.514,2374.3616,2435.6501,2511.5066,2631.722,2716.2607,2723.114,2785.82,2823.36,2817.687,2846.5176,2870.3718,2925.9468,2894.2278,2905.5735,2974.8777,2972.9973,2953.4404,3018.0767,3040.8147,2929.7932,2916.853,2825.4895,2814.434,2784.4263,2843.2065,2874.806,2876.9656,2842.3374,2784.838,2808.0825,2777.8145,2775.742,2857.274,2824.399,2766.261,2816.4827,2828.5225,2867.3005,2891.3374,2954.6196,2913.005,2879.8142,2882.2385,2889.9543,2886.246,2916.3674,3010.3777,2992.6147,2932.9456,2948.052,2886.1716,2842.499,2851.9956,2848.1826,2861.1658,2831.4453,2792.7654,2733.531,2658.672,2556.3086,2458.6938,2357.5928,2306.4976,2214.7075,2340.1545,2301.6863,2244.5454,2205.4448
2017/3/31,2142.5442,2131.6638,2123.622,2110.6677,2078.4058,2061.823,2074.3118,2071.5266,2031.4633,2053.8357,1999.7894,2014.7557,1987.0358,1974.5311,1955.1702,1923.6002,1971.6759,1949.6099,1957.6986,2015.1418,2017.5153,1995.3268,2058.047,2129.2527,2202.2898,2263.9836,2326.301,2367.2332,2432.769,2463.8354,2552.1072,2624.2495,2674.5444,2590.945,2673.1658,2695.5415,2700.8687,2762.2446,2801.348,2772.6738,2783.0386,2826.506,2826.9067,2817.63,2827.31,2777.5732,2801.2688,2726.9553,2662.2488,2593.8093,2491.9202,2434.2373,2548.188,2592.8596,2607.316,2557.9272,2524.1355,2542.6604,2539.7664,2579.0422,2551.5757,2550.9734,2488.5757,2567.6963,2620.783,2565.7537,2605.117,2646.6104,2680.6511,2653.992,2681.3909,2674.4136,2644.2312,2734.7344,2740.4019,2813.5828,2764.255,2787.8252,2760.416,2772.58,2742.4373,2725.2795,2695.6528,2631.2273,2640.751,2520.6353,2405.819,2313.0837,2194.703,2171.1372,2130.2288,2097.5598,2047.5759,2049.706,1984.349,1955.8043
2017/4/1,1953.5676,1877.8428,1867.924,1956.403,1954.9518,1881.2755,1917.2903,1887.7704,1862.2982,1901.9645,1875.7388,1853.5474,1821.2468,1835.1593,1805.0989,1780.1775,1791.4899,1835.0681,1799.2216,1794.3441,1815.9769,1874.2688,1954.1064,1966.6067,2151.9155,2217.1584,2329.4165,2376.9648,2379.3787,2399.7573,2479.4153,2545.3696,2624.2715,2636.3994,2651.125,2722.4478,2773.2866,2785.3413,2855.7756,2939.2212,2937.2798,2941.8696,3056.4148,2990.5203,3007.9443,3040.7976,2915.2004,2878.0498,2800.5154,2704.719,2682.4072,2677.4658,2722.2324,2713.3481,2692.3396,2743.6238,2727.5603,2692.77,2694.219,2666.707,2656.3848,2695.1736,2676.0151,2676.5444,2725.0505,2728.5833,2778.383,2803.3103,2772.801,2717.142,2760.17,2756.1877,2780.986,2840.879,2891.025,2873.1633,2931.903,2903.9988,2821.8943,2829.9697,2849.4146,2805.2703,2775.568,2703.498,2671.6313,2617.9648,2541.959,2500.9155,2425.8538,2342.0386,2247.3293,2263.5195,2222.5098,2238.4507,2177.395,2162.0408
2017/4/2,2120.7998,2182.0635,2105.5156,2093.8945,2080.6084,2056.4841,2076.1157,2060.369,2060.0925,2108.0342,2018.4855,2054.8389,2067.9172,2016.5414,1997.3876,2059.4602,2037.0674,2020.2778,2042.3507,2085.6736,2140.1543,2162.1265,2243.1458,2311.5405,2411.7764,2507.4136,2551.4304,2525.6787,2507.2375,2517.9585,2570.5708,2631.8535,2702.1116,2796.381,2821.814,2794.6082,2801.7625,2806.1729,2840.5857,2844.1006,2880.5735,2890.8945,2894.691,2879.4219,2900.9453,2904.9849,2845.39,2737.3489,2685.912,2567.265,2588.8552,2571.1934,2665.2905,2652.306,2694.4087,2659.3503,2651.764,2661.2075,2598.8008,2628.5706,2639.467,2683.7725,2643.7444,2635.9,2703.142,2665.3044,2700.533,2710.2222,2684.3733,2639.6282,2707.6611,2685.4417,2718.4495,2724.2463,2749.6025,2782.3728,2784.4353,2812.4968,2696.729,2752.0176,2737.7498,2681.6794,2638.063,2668.551,2541.3076,2523.9238,2462.351,2375.6921,2284.3914,2169.7415,2129.702,2085.219,2168.247,2164.0552,2173.1252,2120.496
2017/4/3,2028.0238,2095.544,2046.7452,2046.1216,2053.5686,1975.0293,1972.6581,1988.2983,1979.5352,1900.95,1941.938,1900.2563,1885.7225,1898.8093,1953.2981,1898.6365,1901.5072,1903.8348,1949.1729,1916.04,1965.0582,1967.555,2020.3403,2133.613,2218.442,2335.7725,2350.125,2424.0032,2387.8733,2393.2263,2398.073,2498.3489,2546.87,2615.4446,2649.5088,2713.4534,2671.8335,2693.8018,2782.553,2808.8872,2808.0767,2800.8904,2828.8118,2835.7031,2858.354,2803.4763,2750.7927,2698.6587,2627.521,2576.1802,2523.9,2577.5894,2625.1438,2638.1973,2680.612,2645.5256,2646.7983,2659.6948,2619.5854,2652.835,2671.828,2612.5037,2607.498,2610.8838,2655.9292,2630.0408,2619.8157,2661.468,2653.534,2636.5627,2629.8872,2634.4634,2701.439,2684.2979,2759.7292,2772.8162,2789.8335,2831.7312,2778.4111,2659.023,2716.5894,2689.4045,2664.8638,2608.256,2562.0325,2519.2861,2460.5063,2351.4355,2254.253,2201.2285,2169.2227,2137.5251,2164.976,2107.1892,2095.9834,2066.989
2017/4/4,2015.5938,1964.0276,1979.929,1932.015,1921.6077,1941.5848,1910.4293,1917.4019,1902.8127,1947.7394,1926.009,1943.8666,1902.3955,1927.8004,1910.9194,1828.3821,1875.8468,1877.7266,1894.6868,1929.4844,1893.6355,1969.6514,1993.4161,2031.3429,2098.7725,2166.2407,2229.5828,2249.0505,2291.6023,2333.4365,2336.8103,2401.3003,2412.9434,2372.805,2403.184,2470.0864,2493.7034,2528.1335,2493.2144,2498.3115,2473.8916,2516.8733,2538.8284,2517.6714,2563.1116,2585.2412,2568.765,2485.596,2390.1052,2404.0884,2319.1953,2420.9895,2473.2776,2372.9414,2371.212,2396.0042,2438.0195,2326.8584,2363.4075,2369.1418,2384.4963,2389.9456,2410.4688,2370.214,2430.3728,2427.3884,2496.5522,2442.014,2526.0496,2502.2861,2490.0627,2515.5388,2591.8638,2543.0664,2603.1394,2689.8796,2613.5405,2569.2651,2499.198,2430.4192,2533.6204,2506.0117,2428.855,2422.4663,2386.7864,2363.8362,2283.5225,2235.9326,2146.7827,2076.808,2016.3186,1992.6666,2039.9181,1974.1388,1989.1123,1979.0468
2017/4/5,1922.6508,1893.1523,1895.774,1872.4216,1851.5073,1909.4451,1849.634,1826.8655,1804.4082,1836.9645,1823.9684,1805.9026,1799.6481,1805.3505,1808.1287,1767.4838,1808.547,1754.7771,1792.7227,1806.0283,1887.4777,1857.2667,1826.9889,1852.8212,1928.9055,2098.4482,2114.5461,2121.4045,2234.8618,2293.028,2389.4656,2352.696,2538.4053,2508.0618,2572.586,2609.504,2679.4963,2609.5894,2730.7415,2663.268,2737.4722,2715.6353,2713.7346,2763.7307,2813.7927,2754.1167,2756.6724,2631.5903,2649.747,2578.3428,2518.1646,2525.6995,2561.7493,2623.3828,2540.5244,2585.783,2587.5408,2555.11,2519.874,2515.5894,2614.106,2583.4219,2545.8262,2549.556,2621.1853,2664.778,2663.2664,2631.166,2696.9724,2713.4417,2699.3826,2687.5188,2792.101,2763.9973,2815.0203,2823.469,2831.704,2848.0896,2779.1306,2726.0315,2723.3794,2651.7546,2616.3142,2603.5583,2547.312,2451.432,2435.746,2364.8086,2299.778,2204.883,2193.2134,2143.3015,2141.4407,2162.0442,2107.1433,2084.1643
2017/4/6,2028.7623,2033.9357,2098.0403,1970.2346,1919.7228,1955.5673,1949.3102,1918.1537,2006.7208,1973.7975,1859.275,1924.5688,1871.4677,1935.7963,1868.2676,1920.3898,1865.6154,1934.135,1957.8354,1917.0562,1903.5009,1997.3113,2010.9524,2079.1494,2163.213,2293.2434,2278.1663,2357.9312,2432.3215,2453.8164,2482.626,2523.2107,2635.1287,2732.9763,2734.8994,2703.999,2747.185,2725.5244,2772.373,2722.1313,2735.9414,2746.9246,2776.7957,2825.5366,2816.531,2903.4968,2848.5303,2681.418,2664.6963,2605.5308,2605.1892,2657.4922,2633.9368,2682.7524,2723.0994,2674.863,2740.5386,2671.3188,2712.2893,2659.8523,2718.2144,2701.276,2711.6091,2720.4163,2674.5571,2739.2207,2757.158,2775.6284,2806.6494,2755.6365,2835.6438,2735.2722,2746.1729,2797.9568,2860.946,2901.5803,2910.5776,2879.353,2866.4846,2776.2876,2792.7297,2829.3877,2793.0923,2698.5571,2623.5652,2568.1526,2532.224,2431.6626,2355.652,2304.0784,2238.6243,2153.619,2252.627,2251.2598,2200.841,2148.8967
2017/4/7,2076.128,2054.1008,2033.1384,2021.7808,1986.0066,1997.9922,2026.2622,1974.9512,1990.7837,1924.994,1929.0853,1903.8066,1877.8198,1905.9851,1925.12,1905.9933,1946.6873,1906.3992,1916.7756,1899.0186,1952.0525,2050.145,2061.4324,2142.2346,2226.9263,2341.4329,2362.7568,2429.2412,2432.5203,2486.381,2522.508,2558.1392,2607.0479,2623.858,2695.2148,2707.9048,2763.0933,2726.8684,2812.321,2798.624,2814.811,2846.7185,2862.9229,2865.3223,2923.919,2899.3088,2897.1006,2768.6917,2637.9229,2662.6946,2528.0808,2607.8535,2663.5293,2687.7854,2673.4575,2649.5198,2707.5735,2622.547,2611.9495,2733.489,2681.6,2650.5325,2652.898,2613.4285,2695.3884,2700.0762,2699.0942,2693.773,2692.5251,2661.0315,2661.6636,2720.1033,2730.2075,2710.431,2767.5347,2787.1687,2792.8618,2769.7893,2729.687,2773.531,2705.7625,2693.5315,2647.1914,2574.8738,2513.8303,2451.491,2364.789,2318.256,2270.0085,2180.4746,2073.5996,2122.5203,2149.0312,2133.9285,2085.8013,2079.3596
2017/4/8,2048.8208,1998.1056,1943.8082,1974.0923,1989.4779,1991.939,1964.1196,1963.6774,1919.1013,1916.3093,1973.5018,1935.4985,1948.9711,1941.091,1943.4055,1921.9412,1959.1158,1906.8269,1988.7528,2004.4617,1980.2965,2103.3708,2119.355,2164.1445,2319.647,2418.6736,2438.8562,2477.9226,2442.822,2483.505,2527.702,2592.472,2648.7983,2697.0593,2739.6362,2723.0103,2791.2642,2787.4207,2837.2922,2794.7085,2824.2075,2809.0286,2816.0178,2850.6116,2907.0762,2875.4124,2847.0002,2730.2942,2626.2578,2566.061,2566.7888,2596.9634,2648.8098,2713.7139,2726.8396,2749.8171,2688.6182,2733.568,2691.2444,2661.913,2701.4526,2666.1313,2655.613,2629.2502,2691.834,2716.8982,2746.881,2733.6697,2756.2852,2714.8613,2726.712,2724.8813,2738.0996,2759.341,2797.7356,2912.4255,2896.3254,2857.2668,2798.8372,2823.3523,2808.4429,2789.1428,2726.14,2652.256,2657.0347,2585.6218,2506.0818,2414.0652,2317.407,2301.166,2225.86,2161.5977,2202.4778,2238.806,2167.9138,2125.0618
2017/4/9,2103.5896,2085.7717,2063.9182,2025.3779,2008.4889,2020.8528,2007.9863,2007.3556,1984.3168,1991.301,1946.7863,1940.0586,1927.5175,1915.509,1914.8877,1913.3256,1871.5887,1922.4073,1895.7234,1904.343,2002.226,2072.8838,2095.5134,2218.6763,2365.8308,2389.13,2465.4983,2490.8052,2427.2986,2441.3665,2540.536,2591.537,2677.6042,2749.2747,2756.8335,2831.4324,2845.0886,2807.9426,2874.1726,2854.4456,2862.325,2910.834,2951.042,2937.5754,2959.9985,2925.3806,2898.4902,2741.5664,2713.2148,2660.1243,2620.374,2658.8633,2710.3818,2745.819,2711.5732,2773.806,2683.3435,2718.9924,2700.0566,2696.1816,2749.7441,2739.982,2672.9075,2727.909,2738.7632,2720.5005,2731.1226,2748.0186,2757.474,2766.1455,2755.991,2846.869,2749.5747,2830.248,2853.6545,2931.5269,2893.612,2919.3562,2849.1758,2820.9849,2823.7693,2818.6177,2758.774,2694.0278,2701.224,2637.954,2517.5889,2467.7322,2328.2463,2229.6265,2197.0425,2139.1895,2148.783,2153.7378,2153.7512,2109.855
2017/4/10,2091.3586,2138.2441,2078.0515,2021.037,1990.8376,2037.3142,2066.417,2014.4432,2024.2949,1981.9911,1984.3073,2015.9719,1979.8584,1913.5796,1922.3152,1970.3098,1943.3558,2002.6514,2015.4037,2019.4515,2014.9178,2085.7227,2148.9443,2186.1328,2357.2844,2408.5461,2452.649,2455.7231,2495.3384,2470.4712,2489.2761,2613.4417,2698.0066,2684.1309,2750.8418,2783.3037,2798.4983,2780.1516,2871.3164,2914.9924,2930.9143,2916.821,2934.2356,2941.8787,3014.0042,2934.4583,2855.5652,2811.5955,2674.996,2643.3564,2640.836,2651.5347,2688.9155,2796.6057,2790.2014,2792.5764,2783.7898,2803.3179,2784.3254,2813.9802,2827.1448,2836.4695,2824.405,2817.0369,2789.396,2856.151,2897.924,2854.9834,2849.6096,2778.4458,2787.9158,2875.71,2864.5708,2884.782,2939.491,2987.9668,2912.9023,2950.5396,2902.0198,2878.7964,2828.44,2821.2825,2740.9014,2697.5176,2640.1304,2623.5486,2568.0671,2455.8496,2384.732,2263.0159,2271.8809,2210.6653,2241.6643,2230.6619,2191.6648,2193.1597
2017/4/11,2093.7878,2100.2646,2093.5732,2087.3442,2065.2495,2041.1927,2021.7784,2052.6038,2039.1085,2003.4468,2054.2954,2014.6263,1974.2554,1973.3551,2003.1829,2003.398,1992.8424,1965.1505,2008.4204,2014.0651,2022.6201,2085.423,2175.1675,2303.685,2388.6682,2444.7664,2513.2532,2509.6086,2526.2837,2563.8896,2623.9448,2653.9062,2772.369,2809.4526,2810.4688,2835.0923,2886.9392,2859.363,2915.6646,2904.1814,2886.1985,2929.4883,2940.4507,2996.7676,2970.5352,2989.8525,2907.8474,2804.002,2777.2607,2676.9902,2694.884,2708.6274,2762.7102,2755.5144,2819.7964,2807.6567,2755.2693,2800.6956,2741.3591,2748.31,2763.6128,2814.5088,2778.702,2750.9314,2785.2927,2821.666,2827.484,2806.0024,2792.1948,2816.96,2782.308,2783.325,2772.7744,2791.0635,2837.5781,2873.7888,2913.8381,2924.0842,2849.3267,2787.0686,2826.8438,2785.8093,2741.1326,2683.082,2632.0054,2578.5393,2608.4414,2477.8364,2367.568,2303.6938,2214.6453,2221.5986,2265.878,2223.3157,2159.9346,2179.2273
2017/4/12,2095.8923,2137.663,2058.8828,2098.2163,2077.9707,2042.0416,2084.6453,2013.87,2100.3833,2060.2275,2040.7671,2027.6986,1999.9948,2043.9868,1971.9095,1959.5349,1953.6042,2008.5497,1991.6018,1962.0315,2029.5863,2095.525,2160.2102,2308.209,2366.2888,2405.1775,2502.9597,2514.856,2514.3992,2552.5125,2553.1658,2586.4478,2678.092,2763.3564,2750.576,2791.0679,2774.207,2758.907,2799.5776,2828.9468,2860.8242,2902.6565,2939.8445,2913.1265,2996.0166,2912.6199,2941.9656,2830.627,2782.9805,2638.0217,2676.2395,2672.607,2754.917,2839.8772,2821.6824,2876.3435,2791.1345,2824.4421,2792.9102,2814.897,2806.3125,2857.3938,2752.6462,2836.8525,2793.905,2787.2908,2803.5454,2847.4136,2825.6006,2776.654,2786.6216,2776.655,2736.0051,2789.7678,2767.3728,2869.0662,2836.666,2829.4172,2807.8833,2732.3315,2689.3582,2718.3542,2632.3694,2551.3772,2560.2227,2498.6843,2459.6038,2362.3115,2260.1099,2198.353,2149.1912,2085.0234,2131.6482,2113.501,2094.8433,2061.9766
2017/4/13,2061.7485,1990.3641,2009.0216,2009.329,1984.9941,2001.6937,1930.9133,1926.2719,1911.8228,1971.2871,1883.1389,1896.3402,1894.5365,1881.6711,1910.0985,1895.4596,1894.6887,1873.6874,1933.2229,1890.7583,1966.324,1969.124,2054.408,2111.0854,2225.189,2306.2058,2364.7544,2423.9314,2341.517,2433.059,2556.837,2541.4314,2645.4348,2694.261,2693.5928,2652.9602,2736.5928,2667.708,2766.0056,2762.8386,2786.042,2800.1606,2820.2131,2855.8503,2856.686,2819.4907,2767.0955,2704.506,2655.078,2574.8474,2514.1338,2515.4172,2675.2432,2663.5132,2679.5444,2765.216,2621.6677,2659.096,2604.415,2610.8635,2629.8105,2611.359,2621.0002,2628.4775,2640.6348,2638.9973,2645.1812,2760.4927,2713.0503,2671.136,2655.9417,2645.1138,2691.775,2702.5427,2749.5251,2779.3818,2802.5486,2770.0996,2707.9758,2698.2268,2714.7632,2646.5525,2661.8154,2555.3345,2550.3674,2476.482,2418.9707,2312.0654,2312.7354,2207.9753,2093.2795,2093.5562,2070.2747,2044.1353,2083.841,2015.9994
2017/4/14,2046.6067,1989.4484,1972.0516,2032.9169,1965.5541,1980.4133,1922.6931,1891.6194,1901.5597,1914.2758,1871.448,1903.8463,1894.298,1934.9766,1884.7555,1861.6344,1880.3024,1914.0756,1897.1514,1923.7985,1962.1011,1974.9382,2039.5112,2129.9475,2235.4167,2262.291,2313.4612,2291.368,2399.4214,2423.9722,2453.8071,2464.145,2491.178,2578.9314,2542.2043,2572.5603,2598.8638,2635.3005,2709.3057,2683.5522,2681.0237,2710.9202,2667.7686,2698.9966,2751.9338,2753.8745,2686.5303,2629.1108,2552.8804,2513.897,2475.4873,2519.6772,2554.712,2555.9102,2583.6074,2567.4314,2530.368,2586.1624,2512.9207,2499.4827,2540.8804,2550.7664,2542.4194,2564.1484,2614.4124,2618.0774,2633.5156,2666.9324,2735.884,2619.2332,2647.018,2642.075,2618.4075,2689.0217,2682.7002,2701.7903,2655.7056,2631.7185,2630.0952,2613.5342,2593.0835,2552.464,2511.6309,2444.949,2404.5352,2339.8047,2256.427,2168.0835,2163.3218,2100.3682,1978.7877,1968.4556,1986.1484,1941.6155,1951.2114,1904.0531
2017/4/15,1905.151,1893.2004,1890.5565,1854.7689,1906.4243,1844.4802,1814.269,1785.4772,1789.2043,1773.3961,1817.31,1760.9541,1718.3246,1771.2252,1761.2303,1762.622,1789.753,1777.5524,1839.9507,1818.33,1851.2677,1937.3337,2027.4585,2060.0823,2219.612,2241.3408,2367.1746,2377.0122,2342.6152,2354.3828,2416.0593,2511.857,2536.5242,2579.233,2585.8823,2648.5295,2699.888,2683.721,2780.7302,2747.4565,2753.6392,2840.8442,2852.7034,2803.9062,2860.5361,2829.7053,2778.3088,2675.4836,2622.0405,2497.5771,2538.391,2510.6619,2596.5745,2635.999,2702.5476,2726.3682,2727.8857,2701.7456,2664.639,2735.1406,2773.2627,2710.6445,2700.161,2697.4863,2699.4739,2660.3599,2675.562,2731.3447,2701.804,2693.5984,2713.5903,2725.5273,2757.9321,2686.0022,2678.987,2727.4443,2759.0256,2748.679,2646.331,2671.847,2716.066,2613.6436,2622.9443,2520.9854,2538.9463,2463.2554,2394.3457,2304.4578,2201.9333,2125.6045,2095.5457,2066.1248,2110.1167,2078.6594,2006.2787,2039.6664
